id,question,choices,prompt,response,ground_truth,correct,response_time
136,Which is the slowest to move through water?,"['swan', 'duck', 'robin', 'goose']","Question: Which is the slowest to move through water?
Choices:
A: swan
B: duck
C: robin
D: goose
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",C,False,25.219754
7-946,"Bats have many quirks, with the exception of","['using echolocation', 'laying eggs', 'hanging upside down', 'eating bugs']","Question: Bats have many quirks, with the exception of
Choices:
A: using echolocation
B: laying eggs
C: hanging upside down
D: eating bugs
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""B"".

B",B,False,25.860601
7-139,Organic food is currently considered best for people because,"['they avoid using bug killers when grown', 'they have more vitamins', 'they use pesticide when growing', 'they are higher in fiber']","Question: Organic food is currently considered best for people because
Choices:
A: they avoid using bug killers when grown
B: they have more vitamins
C: they use pesticide when growing
D: they are higher in fiber
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",A,True,26.29464
8-101,"A horse eats some hay, an apple and a sugar cube, then peacefully roams a field after eating while digesting the meal. During this time","['the horse throws up', 'the food is deconstructed', 'the horse is hungry', 'the food is poisoned']","Question: A horse eats some hay, an apple and a sugar cube, then peacefully roams a field after eating while digesting the meal. During this time
Choices:
A: the horse throws up
B: the food is deconstructed
C: the horse is hungry
D: the food is poisoned
Which option (A, B, C, or D) is correct?

Answer:","The horse is hungry.

The horse",B,False,27.442011
9-193,Who would be healthier?,"['a night owl', 'an party animal', 'a heavy sleeper', 'a workaholic']","Question: Who would be healthier?
Choices:
A: a night owl
B: an party animal
C: a heavy sleeper
D: a workaholic
Which option (A, B, C, or D) is correct?

Answer:",A: a night owl,C,False,25.544084
1253,"When you get farther from water, the water vapor in the air will ______.","['increase', 'decrease', 'condense', 'form clouds']","Question: When you get farther from water, the water vapor in the air will ______.
Choices:
A: increase
B: decrease
C: condense
D: form clouds
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: I think the",B,False,25.88665
1252,What is a good example of camouflage?,"['when a creature adjusts the shape and color of its body to appear as something else', 'when a rabbit hides in a patch of grass', 'when a cat presses its body flat to the ground to hide', 'when a fish swims with a large group of fish to hide itself']","Question: What is a good example of camouflage?
Choices:
A: when a creature adjusts the shape and color of its body to appear as something else
B: when a rabbit hides in a patch of grass
C: when a cat presses its body flat to the ground to hide
D: when a fish swims with a large group of fish to hide itself
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""A"".

The",A,False,28.143269
8-322,plants are the source of,"['turkeys', 'tomatoes', 'cows', 'chickens']","Question: plants are the source of
Choices:
A: turkeys
B: tomatoes
C: cows
D: chickens
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",B,False,24.915915
875,"As they are immobile, what is an example of how animal life helps the reproduction cycle of plants?","['squirrels dropping seeds', 'birds building nests', 'human lumber industry', 'bugs eating leaves']","Question: As they are immobile, what is an example of how animal life helps the reproduction cycle of plants?
Choices:
A: squirrels dropping seeds
B: birds building nests
C: human lumber industry
D: bugs eating leaves
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The squirrel",A,True,26.668094
9-961,Living things can all,"['reproduce asexually', 'create a progeny', 'produce spores', 'find mates']","Question: Living things can all
Choices:
A: reproduce asexually
B: create a progeny
C: produce spores
D: find mates
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The correct",B,False,25.205731
9-290,Stopped means lack of what?,"['warmth', 'velocity', 'height', 'plants']","Question: Stopped means lack of what?
Choices:
A: warmth
B: velocity
C: height
D: plants
Which option (A, B, C, or D) is correct?

Answer:","The answer is B.

The word """,B,False,25.137287
829,Where did Puppigerus live?,"['bog', 'ocean', 'land', 'marsh']","Question: Where did Puppigerus live?
Choices:
A: bog
B: ocean
C: land
D: marsh
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",B,False,25.305222
9-305,The circulatory system brings oxygen to the body from where?,"['The chest', 'The brain', 'The feet', 'The stomach']","Question: The circulatory system brings oxygen to the body from where?
Choices:
A: The chest
B: The brain
C: The feet
D: The stomach
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The circul",A,False,25.630225
7-1036,A renewable resource is used to produce,"['petroleum', 'plastic rulers', 'notebook paper', 'Styrofoam plates']","Question: A renewable resource is used to produce
Choices:
A: petroleum
B: plastic rulers
C: notebook paper
D: Styrofoam plates
Which option (A, B, C, or D) is correct?

Answer:","A. petroleum

B. pl",C,False,25.887444
854,Which relationship involves inheritance?,"['teacher-student', 'mother-daughter', 'grandmother-grandfather', 'friends']","Question: Which relationship involves inheritance?
Choices:
A: teacher-student
B: mother-daughter
C: grandmother-grandfather
D: friends
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Please add some",B,False,25.512241
368,A source of heat at the resort is the,"['jacuzzi', 'pool', 'chair', 'umbrella']","Question: A source of heat at the resort is the
Choices:
A: jacuzzi
B: pool
C: chair
D: umbrella
Which option (A, B, C, or D) is correct?

Answer:","A, B, C, and D are all",A,True,25.027643
7-291,A car engine usually uses combustion to convert this into a motion and heat.,"['animal products', 'plant materials', 'oil products', 'solar energy']","Question: A car engine usually uses combustion to convert this into a motion and heat.
Choices:
A: animal products
B: plant materials
C: oil products
D: solar energy
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",C,False,25.689814
1158,"When turned on, which product cannot convert electrical energy into light energy?","['chandelier', 'charger', 'floor lamp', 'Christmas tree lights']","Question: When turned on, which product cannot convert electrical energy into light energy?
Choices:
A: chandelier
B: charger
C: floor lamp
D: Christmas tree lights
Which option (A, B, C, or D) is correct?

Answer:","D. Christmas tree lights

The Christmas tree",B,False,25.781374
8-481,"A pelican is hungry, so decides to try to catch some fish. In order to do this, the pelican will","['use the back of its head', 'use the bottom of its stomach', 'use the front of its face', 'use the back of its tail']","Question: A pelican is hungry, so decides to try to catch some fish. In order to do this, the pelican will
Choices:
A: use the back of its head
B: use the bottom of its stomach
C: use the front of its face
D: use the back of its tail
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The pel",C,False,27.219573
8-331,A magnetic effect could pull two rocks together if they're,"['lacking magnetic properties and far apart', 'shaped similarly and touching', 'lacking magnetic properties and touching', 'both magnetic and at any distance']","Question: A magnetic effect could pull two rocks together if they're
Choices:
A: lacking magnetic properties and far apart
B: shaped similarly and touching
C: lacking magnetic properties and touching
D: both magnetic and at any distance
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The magnetic",D,False,26.471487
9-435,Refraction can easily be witnessed in,"['concrete walls', 'fake diamonds', 'Christmas ornaments', 'a tree']","Question: Refraction can easily be witnessed in
Choices:
A: concrete walls
B: fake diamonds
C: Christmas ornaments
D: a tree
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

Refraction is the",B,False,25.086201
8-86,"A man is trying to describe a single vat of juice he has. He needs the best way to tell his friend about the object, so he says","['20 meters of juice', '20 vats of juice', '20 ounces of juice', '20 feet of juice']","Question: A man is trying to describe a single vat of juice he has. He needs the best way to tell his friend about the object, so he says
Choices:
A: 20 meters of juice
B: 20 vats of juice
C: 20 ounces of juice
D: 20 feet of juice
Which option (A, B, C, or D) is correct?

Answer:",A: 20 meters of ju,C,False,27.869005
7-698,plant life is completely dependent on what?,"['buying some good food', 'creating self sustenance food', 'food given to it', 'food at the store']","Question: plant life is completely dependent on what?
Choices:
A: buying some good food
B: creating self sustenance food
C: food given to it
D: food at the store
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The correct answer is",B,False,25.680765
7-951,To prevent illness,"['properly heat hamburgers and steaks', 'thaw chicken on uncovered counter tops', 'eat raw cookie dough', 'hamburger meat should stay pink']","Question: To prevent illness
Choices:
A: properly heat hamburgers and steaks
B: thaw chicken on uncovered counter tops
C: eat raw cookie dough
D: hamburger meat should stay pink
Which option (A, B, C, or D) is correct?

Answer:",A. properly heat hamburgers,A,True,26.326912
7-524,An island can sprout up from seemingly suddenly because,"['underwater volcanoes are invisible', 'underwater volcanoes are hidden', 'lava is hot enough to burn', 'volcanoes have a lot of magma']","Question: An island can sprout up from seemingly suddenly because
Choices:
A: underwater volcanoes are invisible
B: underwater volcanoes are hidden
C: lava is hot enough to burn
D: volcanoes have a lot of magma
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The correct",B,False,26.413371
